ID,NAME
4284,2qv5_1_A
7126,2w58_1_B
7571,4bd9_1_B
2986,1vbh_1_B
14271,4bdx_1_A
10927,2ix7_1_C
10721,3pw3_1_A
6668,3a2e_1_A
5887,3jw4_1_A
1339,1o13_1_A
3216,2ze5_1_A
4118,1xjc_1_A
11431,2zfn_1_A
5155,4ija_1_B
1758,1nsj_1_B
13210,3da7_1_A
11504,4usq_1_B
1853,6ekv_1_A
7489,2ei9_1_A
8109,5j7r_1_A
4957,3mab_1_A
8728,3n1c_1_B
2399,3m1u_1_B
11799,1kv9_1_A
6565,3lqb_1_A
10294,3omg_1_A
11849,4gll_1_B
2598,2a7b_1_A
3885,5jx4_1_A
13146,1i7s_1_C
2142,4q95_1_B
5442,3wse_1_A
3712,1mxd_1_A
13984,2olt_1_B
2349,5hax_1_A
4133,4d5e_1_B
8770,5c8o_1_A
12766,4ag6_1_A
1440,3wwt_1_C
2679,5b6q_1_A
1210,4ohi_1_A
2505,2qnu_1_A
7781,1fuk_1_A
13062,1h8a_1_A
10718,2a06_1_D
10824,3iv3_1_A
478,4iys_1_A
7893,2ohc_1_B
2141,5kf6_1_A
9992,4mni_1_A
7587,1i31_1_A
7117,3o3m_1_A
1478,4pcv_1_A
1145,5tgn_1_A
3973,2xtc_1_A
9234,2d5a_1_A
300,3c2i_1_A
6972,3dz1_1_A
5451,5cqf_1_A
4607,1k12_1_A
12581,5m4s_1_A
6841,3fdi_1_C
14106,2y1q_1_A
10403,5msz_1_A
2291,2dzd_1_A
13465,4ihu_1_A
3553,2rmc_1_A
11602,3p43_1_A
5293,2dec_1_A
500,3uto_1_A
5738,5hzd_1_A
696,3ufi_1_A
11918,3ict_1_A
5264,5aho_1_A
2107,4zhb_1_A
7001,2yyo_1_B
12216,4fdt_1_A
6508,3e39_1_B
12407,4yon_1_A
5951,4df0_1_A
12583,5m4b_1_A
8986,2qty_1_A
7325,3oio_1_A
644,4hpe_1_A
10148,1lta_1_A
12518,4exr_1_B
10525,2cmp_1_A
4708,3ggm_1_A
1778,1y07_1_A
56,4j56_1_A
14855,3ose_1_A
6369,5m3h_1_B
10898,2j7v_1_A
1824,2hkp_1_A
952,4oue_1_A
7071,3kg4_1_A
1502,2p57_1_A
902,3n91_1_A
13333,1z6t_1_A
9191,3uby_1_A
287,2b2n_1_A
412,1fc3_1_A
5705,3fsn_1_B
6929,1n26_1_B
3022,3agw_1_A
9795,4bqh_1_A
9266,4r9k_1_B
6672,3ihv_1_A
8579,3hgy_1_A
12521,3gg2_1_A
5234,3i7t_1_A
14834,2iuw_1_B
4981,5bov_1_A
14883,5sv6_1_A
1486,5fcd_1_A
289,1vrx_1_A
5150,2cdp_1_A
2273,2hap_1_A
7495,3i39_1_A
13505,2ggq_1_A
13684,4bjt_1_A
870,4heb_1_A
5644,5lgd_1_B
14402,2c4f_1_C
358,4yli_1_A
2298,3hkx_1_A
13348,3cqb_1_B
10077,2dr1_1_B
3113,4e6z_1_A
9952,2ffs_1_B
7283,1qfh_1_B
4070,3d3s_1_B
6112,5hec_1_A
13463,3atq_1_A
9792,3pst_1_A
13167,3cxg_1_A
13640,5a1s_1_A
12539,1lmi_1_A
7671,5g1e_1_B
12726,3hvz_1_B
2832,1zud_1_B
9927,3hj4_1_A
7405,3dl3_1_A
13971,5hbl_1_A
2353,3soj_1_A
13417,1ikt_1_A
7547,2oaj_1_A
14426,2hi0_1_A
10498,4ygs_1_A
5892,6eom_1_A
377,4dnh_1_A
11181,5xlx_1_A
12109,5cd6_1_A
8167,5a6t_1_C
14826,3gsl_1_A
12987,1omd_1_A
11732,4iv9_1_B
152,3ebv_1_A
3561,1gxm_1_A
5347,4d96_1_A
12242,4wft_1_A
4623,3k7c_1_A
1682,5b5e_1_S
7475,3ec9_1_A
2137,5wwz_1_A
13382,3d7r_1_A
12797,1byu_1_B
14384,3myf_1_B
4880,2rcn_1_A
7265,4rmx_1_A
13452,4xp8_1_A
9673,1dbi_1_A
225,2q44_1_A
824,3tuo_1_D
11554,5kzs_1_A
11069,2bib_1_A
11380,3k5j_1_A
11235,2x0c_1_A
2779,3hqm_1_A
5711,4gdz_1_A
8155,2hxo_1_B
7148,4ge3_1_A
11790,5lc4_1_A
9902,4d2w_1_A
10591,4d3y_1_A
12776,1w4s_1_A
5061,2q48_1_B
12809,4ldz_1_B
13737,1vjx_1_A
8948,5c9z_1_A
5701,5f2t_1_A
12920,3ju7_1_B
12673,2ho4_1_A
6726,4epi_1_B
6258,2oyr_1_A
7977,4bx8_1_A
8951,1mjh_1_A
8668,2e5a_1_A
10350,5hmq_1_B
14243,5l74_1_A
4525,3n1g_1_B
14082,3gk5_1_A
1594,3pxp_1_A
11904,1nhl_1_A
11059,1ikn_1_C
2162,1pky_1_C
10642,5ifs_1_C
8924,1cwq_1_A
3222,3mse_1_B
2863,5iys_1_A
1173,6f0a_1_A
6540,2wji_1_A
14258,4gaf_1_B
2374,1twf_1_E
7154,5b7w_1_A
411,3pw9_1_A
12767,3mah_1_B
10850,5aa5_1_A
7244,3dup_1_B
5512,2rfq_1_A
10702,2hly_1_A
7136,3mpc_1_A
9400,1doi_1_A
1353,4jo0_1_A
13076,1spp_1_A
13318,3d19_1_A
3917,2ek8_1_A
7767,2g1h_1_A
5814,5fgl_1_A
11347,1fi8_1_E
9111,1wqj_1_A
3656,2rgq_1_B
9245,4cxf_1_A
8957,2zfo_1_A
11793,3ou7_1_A
11161,1dm0_1_A
3435,5ck1_1_A
4950,3flo_1_B
3448,3plc_1_A
21,3hfi_1_B
12067,2a06_1_T
2414,2g7l_1_B
3205,2wlv_1_B
7510,5b47_1_D
7546,3p4g_1_A
2821,5yix_1_B
6600,1o0s_1_A
14989,3hul_1_D
4396,4dri_1_B
14626,6con_1_B
2455,4yk3_1_A
4933,4p53_1_B
11153,5gpe_1_A
10565,3vyw_1_A
6858,3bgo_1_A
7950,3gkx_1_A
10504,2ije_1_A
4281,2b94_1_A
9876,1jni_1_A
7258,4k4k_1_A
13818,4nsy_1_B
11931,2rfr_1_A
686,2qtf_1_A
10011,5g0i_1_A
10237,3fb2_1_A
9895,3v9o_1_A
5557,1umu_1_A
9167,4zua_1_B
10175,2j6b_1_A
11936,4czv_1_A
13147,2qng_1_A
8408,3mnl_1_A
8443,2xnr_1_A
5759,3kkf_1_B
14370,5uki_1_A
6857,2i6h_1_B
3687,4w64_1_A
4927,4bza_1_A
14797,4peq_1_B
2394,4agu_1_A
827,3dtt_1_A
7782,3nek_1_A
10722,2v81_1_A
13112,3h4q_1_A
5369,3fhu_1_A
8504,2w81_1_A
14487,1txg_1_B
8848,2g28_1_A
13292,1pg7_1_C
9398,5wp5_1_A
14909,3zvk_1_H
7678,2gbb_1_B
8855,4nk2_1_A
4332,3m6y_1_D
13466,3fet_1_B
13471,3e3m_1_B
8353,2jgn_1_A
5082,4rfa_1_B
13460,1tp6_1_A
7596,1u6t_1_A
5484,3g8y_1_A
4767,3i6c_1_A
14190,4wuj_1_B
8641,1e1h_1_C
5262,1ji6_1_A
5485,2je0_1_A
934,1hp7_1_A
9110,5mol_1_A
14945,2ory_1_A
4551,5l7n_1_A
8677,4k3z_1_B
10834,3ikt_1_A
6581,4mrv_1_B
5816,4qlo_1_A
9828,5wme_1_C
3001,1txk_1_A
5684,2zxe_1_A
2482,3q8f_1_A
1940,5m45_1_D
1393,2igt_1_B
9545,1iv7_1_A
2954,1qau_1_A
8015,2j58_1_A
2296,4r2f_1_A
10318,4mxt_1_B
8639,3uaf_1_B
11774,2fhq_1_B
10092,1qzm_1_A
12587,5h1x_1_B
9971,4ghc_1_C
467,4r3u_1_D
9005,5tyt_1_B
10598,3flo_1_A
1787,1ocr_1_E
7899,4zza_1_A
9624,3dze_1_A
2681,6b8s_1_A
14064,4d7c_1_A
10215,4af1_1_A
5286,1lzw_1_B
4009,4nvs_1_A
2983,1f3v_1_A
9709,4eak_1_B
12895,2p04_1_A
513,4ysx_1_D
472,5htr_1_A
12818,3osr_1_A
13133,5l8a_1_A
12001,4k5u_1_A
12508,2rfa_1_A
11717,5ecd_1_A
3497,3tjq_1_A
13628,1o27_1_D
10009,4ah9_1_A
8650,3l50_1_A
8534,4dyw_1_A
9455,5jjr_1_A
6543,1qd6_1_B
6374,5gkp_1_B
13874,4ygt_1_A
12336,5cte_1_A
5118,3gff_1_B
12697,1a3a_1_A
9451,3clj_1_A
2335,4g7x_1_B
9646,5x9q_1_B
3453,4mi5_1_A
7986,5gn1_1_A
9960,4ahc_1_A
3153,4q6u_1_A
7872,5kbl_1_A
754,4id3_1_A
13008,5lw0_1_A
9317,5cww_1_A
5408,1gsm_1_A
5261,3o94_1_B
8279,5m45_1_F
6308,2vxo_1_B
5040,3bcy_1_A
8975,3ccf_1_A
12592,4f3l_1_B
7918,4pa8_1_A
2924,1o94_1_F
11119,2xiq_1_A
2336,5ln5_1_A
11357,3ls0_1_A
4563,5fbz_1_B
1810,1ofu_1_C
13914,5cv0_1_A
8613,4bl6_1_D
7833,3q0q_1_A
12916,1ylm_1_B
8741,2it9_1_B
1177,4uc3_1_B
13894,4bxo_1_A
10524,2qy2_1_A
13797,4q3o_1_B
10239,4ihq_1_A
11945,4iab_1_A
5956,1g8p_1_A
1315,3qwe_1_B
8893,3n0a_1_A
9550,3cc2_1_R
6845,5b5e_1_O
8824,5ig2_1_D
4739,1is2_1_A
8440,2o7v_1_A
12134,2hq8_1_A
9178,1q35_1_A
6391,2dvn_1_A
7221,5npt_1_A
7900,4rgv_1_A
9465,4o9f_1_A
3790,3n2o_1_B
12611,2bkp_1_A
5432,5ly8_1_A
12655,3lyw_1_A
11283,2ya1_1_A
7380,3kd4_1_A
3484,3fcd_1_A
6349,4ct8_1_A
1334,3zx4_1_B
6799,4uds_1_B
6040,1hia_1_B
13910,3crv_1_A
13395,3d4o_1_A
290,1nzn_1_A
9581,1uc7_1_A
8571,3d36_1_C
9196,5dmk_1_A
12808,1hl6_1_A
13633,4qn1_1_A
10995,4m95_1_A
1213,1sw6_1_B
8865,3gbt_1_A
2233,1t77_1_A
3536,3pnn_1_A
6163,2zlv_1_D
3752,2f7a_1_A
13302,4s36_1_A
14950,3jxo_1_A
2259,1o8b_1_A
12361,4zfv_1_A
3439,3v3t_1_A
487,3dli_1_A
4131,1i80_1_B
6895,5c21_1_B
11867,4e4y_1_A
2117,3cmn_1_A
13443,3cnx_1_A
6253,2z1c_1_A
7709,1gyj_1_A
787,5g4q_1_A
14324,2qzc_1_B
14443,3vto_1_A
6979,4g3o_1_A
6575,2ds2_1_B
12044,2g84_1_A
3115,2hoe_1_B
10939,5z7i_1_A
9336,3lao_1_B
13287,1ys3_1_B
5039,3syj_1_A
14195,3pji_1_A
6627,4jif_1_A
13243,3zyk_1_A
689,4l0r_1_B
6409,4obx_1_A
8074,4zrb_1_C
6092,5m2o_1_B
5499,4x5l_1_B
445,4ovb_1_A
13980,4qvi_1_A
8954,2y9w_1_B
436,4a42_1_A
8318,4era_1_A
4870,2gb0_1_A
5672,1j5w_1_A
13631,5vbn_1_B
4658,2b2k_1_B
3451,4lzl_1_A
9888,3mxa_1_A
5252,2ivp_1_A
9194,4i0w_1_A
8161,4cmr_1_A
10942,2ffg_1_B
1650,5dzf_1_A
11620,3abo_1_D
5491,4xwh_1_A
8361,2yvm_1_A
13164,2duy_1_A
6935,2y3c_1_A
13908,6c49_1_A
4580,5t3p_1_C
14580,3npf_1_A
13236,3io5_1_A
3024,4d8m_1_A
2569,6b57_1_A
7971,1hr6_1_A
580,4l9e_1_A
2138,4ikv_1_A
14753,2obe_1_A
2570,4pwy_1_B
7039,4g4x_1_A
14657,2yv4_1_A
1346,1cez_1_A
3521,3qc1_1_A
14582,3r75_1_B
2382,3kgk_1_B
400,3bzw_1_F
3965,1k0r_1_A
5140,5n1a_1_A
11641,2qzq_1_A
10405,3f9z_1_A
7693,3wz2_1_E
1332,5w78_1_B
14287,4o38_1_B
9047,3gz7_1_B
9760,2xsd_1_A
3473,2qv6_1_A
4052,4hwg_1_A
678,5hvz_1_A
1195,2fic_1_A
6577,2hv2_1_B
2121,2fi0_1_A
5508,5lgd_1_A
9900,1lcs_1_A
5202,2vut_1_B
2216,1vf7_1_E
12829,4e14_1_A
4801,5xsi_1_A
7493,5h4e_1_A
7271,2zej_1_A
12157,3c0c_1_A
6782,4uqx_1_A
1925,1bgv_1_A
1964,4n5h_1_A
13003,2bhg_1_A
8306,4rp5_1_A
7980,4ma7_1_A
9154,4e6k_1_G
4449,2wqk_1_A
7156,2vor_1_A
364,2gmk_1_A
10264,4gip_1_A
8419,5by3_1_A
13723,3k9c_1_A
14843,1t08_1_B
7138,3qxb_1_B
10447,5k7h_1_A
5600,2pc1_1_A
454,1p9g_1_A
317,4bja_1_B
1433,2itj_1_B
8371,3odt_1_B
1248,4y99_1_C
3485,4n8j_1_A
6608,2po3_1_B
4536,3vpa_1_A
3000,1nvm_1_C
12347,4ghn_1_A
10435,1ckn_1_A
11241,2a26_1_B
12884,2v6c_1_A
884,2qn4_1_A
12978,5n7z_1_A
11280,5olm_1_A
1910,2vqe_1_S
8760,4ljq_1_A
14530,2i51_1_B
13249,1am7_1_A
6135,4dol_1_A
8394,3ang_1_A
2254,5aea_1_A
11938,1yg2_1_B
936,6fic_1_A
8631,2rjm_1_A
2136,3a0t_1_A
10650,2yij_1_B
10301,4oik_1_A
7938,4jsb_1_A
5593,1ijw_1_A
7658,1fvi_1_A
9904,4u9u_1_A
2364,5g3s_1_A
7411,2rhf_1_A
4586,5apg_1_A
13089,4yep_1_B
5493,3hjl_1_A
14183,1x19_1_A
3867,3l77_1_A
13701,3g17_1_B
1929,2xst_1_A
9752,6bc0_1_A
14472,4xed_1_A
11048,1vk3_1_A
6125,5k1a_1_A
4595,1v5i_1_B
9541,3iuz_1_A
5873,1iwp_1_A
1258,4o2h_1_B
5957,2bol_1_B
8755,1s4c_1_B
11353,2q79_1_A
10602,4q1q_1_A
3139,4wkz_1_B
3602,2fpn_1_B
5546,3r4r_1_A
10123,4bn6_1_A
4724,2y32_1_C
2265,5ffe_1_A
14607,4u1e_1_C
6100,3poa_1_A
3053,3gdo_1_A
5330,1q7h_1_A
9799,2f9z_1_A
13353,6flk_1_A
766,3i9f_1_A
3472,4jot_1_A
9905,5nl9_1_B
13188,3no0_1_A
12130,3cqi_1_A
7011,2a19_1_A
9125,5jqc_1_A
11050,2y8y_1_A
1508,2j06_1_A
8317,1t0j_1_A
13645,3wqb_1_B
4097,4khb_1_B
3586,2qml_1_A
2667,4kdi_1_B
12646,3ipj_1_A
1887,2y5j_1_A
4013,5m3t_1_B
1765,2d5w_1_A
4392,5aq0_1_A
11709,4kbm_1_B
10917,1a64_1_A
842,3ucf_1_A
6371,2gdz_1_B
15040,6gaj_1_B
5938,4sgb_1_B
1472,1rxq_1_B
12268,5ezq_1_A
10801,3do5_1_B
10617,1nl1_1_A
1000,1p9o_1_A
6380,4bxh_1_A
7890,4wpm_1_B
2329,5mua_1_A
2593,4n01_1_A
13310,3tlk_1_A
1717,1ox5_1_A
7116,2qtl_1_A
8151,3nxc_1_B
3812,2xoc_1_A
4994,4afk_1_A
1306,3u0h_1_A
6428,5vbn_1_A
12668,1utx_1_A
6157,4h1g_1_A
8564,4al7_1_A
10099,1v6v_1_B
2997,1njr_1_A
7797,4d5a_1_A
3288,2gr8_1_A
14528,4ovk_1_A
2113,4htf_1_A
2692,5mu3_1_A
1347,5tuu_1_B
4124,3f9s_1_B
13029,6avv_1_A
14715,5hjq_1_A
110,6epz_1_A
9756,5t5i_1_F
3094,5ktk_1_A
6226,2zc0_1_A
1344,4l4z_1_B
10198,2yjg_1_B
6930,3lw9_1_A
13837,4nc0_1_A
14340,2oay_1_A
11563,2de2_1_A
3995,4r0y_1_A
11684,5xcc_1_A
8305,4f7g_1_B
9875,2rci_1_A
6817,4uxu_1_B
13774,6ehp_1_E
13057,1ux5_1_B
993,1uai_1_A
13006,3d7i_1_B
9921,4mhv_1_A
3890,1ic2_1_B
8880,3qj6_1_A
14189,2bd0_1_A
13352,1ovo_1_A
8486,4raj_1_A
9019,3uem_1_A
6513,4id9_1_B
3148,2hip_1_B
12887,4ag6_1_B
13181,5lq8_1_A
13970,2vzb_1_A
12719,2f3c_1_B
14456,4hae_1_A
9764,3jr1_1_A
5104,3no3_1_A
1305,4mcj_1_A
8778,2db7_1_B
10615,1a9y_1_A
7449,3tg9_1_A
7576,2o8q_1_A
877,5chs_1_A
4242,6f6s_1_F
8046,3kzp_1_A
7915,2z99_1_B
6686,2ayh_1_A
3508,5eo2_1_B
14965,4a49_1_A
9852,1lsh_1_B
141,2par_1_B
14568,4fqd_1_B
5429,1vk2_1_A
12035,4jgi_1_A
1420,3tuf_1_C
11711,4mu9_1_A
12424,3awr_1_A
5114,1y10_1_B
12527,1ee4_1_A
6644,3lwj_1_B
12129,1wud_1_C
5086,5k4d_1_A
8811,5dyn_1_A
14762,3bow_1_C
6389,1g2c_1_A
7643,3pgz_1_A
1560,3k6q_1_B
7057,5f56_1_A
8605,3ah5_1_A
6746,3cjk_1_A
4978,6c9x_1_A
13001,3syy_1_A
12877,5o1n_1_A
856,5ey5_1_C
3610,3hht_1_C
12458,3bt5_1_A
10720,6b3b_1_A
10616,1uii_1_B
14102,4ml0_1_A
89,5vpc_1_B
12306,4lp4_1_A
1644,4w7g_1_A
13194,5gmt_1_A
6196,5tvd_1_A
3390,2i1s_1_A
8678,2d4c_1_B
1228,4tq1_1_A
3520,4glj_1_A
14435,4iaj_1_B
5235,5z1g_1_A
643,2thi_1_A
12912,2j85_1_B
13855,2vc8_1_A
2390,4ihb_1_A
13340,4e5r_1_A
3211,1npp_1_A
7422,5mgx_1_B
2370,4u9o_1_A
72,1fm0_1_A
3386,4qq6_1_A
4372,1r0d_1_A
1336,3rrl_1_D
8324,2g5z_1_A
5608,5xun_1_A
2950,4qdj_1_A
844,3ujz_1_A
5035,1zyo_1_A
12357,5jm8_1_A
4355,1qlw_1_A
12657,2jjv_1_A
9717,4mtm_1_A
4155,3smt_1_A
11257,4s3k_1_A
8783,2yzv_1_A
5260,2pby_1_D
14750,1krh_1_A
14779,4bb7_1_B
14423,2zus_1_A
1387,2pxx_1_A
12930,5xh8_1_A
2992,3f29_1_B
5460,5m97_1_A
13473,3l5o_1_A
11143,4f0q_1_A
2724,1lml_1_A
5482,4dgu_1_D
12321,1dvo_1_A
9428,5kay_1_A
10678,3chl_1_A
5859,3rwx_1_A
3522,3mpb_1_B
4302,2h8l_1_A
12752,4jrb_1_A
11120,4kmr_1_B
10464,5was_1_D
11174,2vlb_1_A
2816,3q87_1_B
4093,3iht_1_B
14129,2cki_1_A
11374,3ldu_1_A
9452,2bl0_1_A
837,4h08_1_B
14441,3c97_1_B
9800,3bt7_1_A
2143,2nv4_1_B
11491,3csx_1_A
404,4ino_1_A
10275,3h7v_1_A
4154,2a72_1_A
1044,3i3l_1_A
7919,1jhs_1_A
8375,2bvf_1_A
10660,2i9z_1_A
1652,3si5_1_A
2626,1wjx_1_A
14678,2dy3_1_A
8996,3hs3_1_B
12881,3poh_1_A
5528,6fnz_1_B
2693,3hpt_1_A
10823,3wfc_1_A
1854,1ri1_1_A
12596,2qdl_1_A
157,5suy_1_A
8669,2peb_1_B
1620,2iy2_1_B
11158,5a3v_1_A
11342,2fcm_1_A
10946,4a8j_1_F
8541,5lrt_1_A
9379,3fyb_1_B
8426,3kde_1_A
4011,5ubg_1_A
517,3pgg_1_A
7600,1unb_1_A
11300,3ldt_1_B
12843,4oiy_1_A
1380,1cau_1_A
10646,3kmi_1_B
12198,3t12_1_A
7297,3fy7_1_A
9112,4y0b_1_A
2227,3h87_1_C
6511,3dnp_1_B
5511,2hhg_1_A
10944,4on1_1_A
10772,2gti_1_A
13132,3e0h_1_A
11126,3bof_1_A
6206,6b9x_1_E
8294,2uvh_1_A
3590,6cnz_1_B
1317,1nd6_1_A
10361,5whm_1_A
7979,2a0s_1_A
8980,3jzy_1_A
241,5cyy_1_A
1378,5x20_1_B
2859,2cw8_1_A
8854,2vic_1_A
794,5fc2_1_B
5281,4noa_1_A
14159,4pe6_1_A
1320,1aac_1_A
2776,1oj5_1_A
7186,5jxc_1_C
4782,3rbg_1_B
6521,1np6_1_A
11039,3zg9_1_A
14332,4cvn_1_B
11668,5lsm_1_A
3542,2zae_1_B
4647,4kh3_1_A
6150,2y5p_1_A
268,1nwh_1_B
10901,1ebm_1_A
2307,2nnc_1_B
9567,5a8k_1_A
2005,3s04_1_A
4339,6bms_1_A
1224,2q52_1_A
6842,5me4_1_A
2787,2z3o_1_A
5554,4rnc_1_B
8972,1ki0_1_A
5933,1ws6_1_A
11506,4at7_1_A
9118,5gk0_1_B
7088,5w98_1_A
9740,3bv8_1_A
9263,5gt9_1_B
11566,3wpa_1_A
13106,4qas_1_A
6186,1t9f_1_A
12500,4xev_1_A
14814,5fiw_1_B
13763,4pag_1_A
11070,4p6q_1_A
6883,1um9_1_B
5713,1yax_1_A
9434,1guu_1_A
12709,1f7u_1_A
4757,1puc_1_A
10394,1iz0_1_A
384,5ag9_1_A
3670,4ntc_1_B
1373,4g0m_1_A
8338,3od8_1_B
4190,2vnr_1_A
1430,2xb4_1_A
11046,2gh1_1_A
305,5fgp_1_A
13402,5ev1_1_A
12997,2nn4_1_A
11154,3nmd_1_B
9322,3qav_1_A
4890,2z5e_1_B
368,4pu7_1_A
3221,1n1c_1_B
5003,3lcc_1_A
5206,2f9f_1_A
11992,2dkh_1_A
7708,3r2p_1_B
1792,3hg0_1_B
5663,1q42_1_A
5689,3sb4_1_A
8740,1ecm_1_B
841,4eyy_1_A
10503,4uz3_1_A
3944,4k08_1_A
1524,2rdi_1_A
4361,2hq0_1_A
13967,3d9k_1_A
12330,3wfc_1_B
1602,6flj_1_A
1167,2id6_1_A
4017,3fxu_1_D
9568,3pr9_1_A
6047,4r33_1_A
4085,3n6x_1_A
6368,3g7q_1_B
995,2iya_1_A
2647,2ppx_1_A
8003,5z11_1_B
14853,3dhx_1_A
13949,5ap1_1_A
6117,4rhw_1_F
741,1h8g_1_A
9422,2cxk_1_B
4652,5kjo_1_A
11896,2rk9_1_A
77,2b2h_1_A
7858,1rfs_1_A
1918,1ux6_1_A
13489,2riq_1_B
9420,2ptu_1_A
13960,6az6_1_B
5809,4zhv_1_A
603,5le5_1_D
3020,1k4j_1_A
11959,5gy3_1_A
13658,4e4z_1_A
7572,3d6w_1_A
12600,6ei3_1_A
7438,3ebe_1_A
12985,5ovu_1_B
4649,3t7y_1_B
2219,5ej4_1_A
4617,2pg3_1_B
1994,5mm0_1_A
6769,1thq_1_A
9076,3pt3_1_A
2120,4cn9_1_A
3189,5vol_1_D
12637,1eb6_1_A
11462,2rh0_1_B
1528,3uv1_1_B
219,3tf8_1_A
3489,2inp_1_E
15003,2ido_1_B
7683,5nh1_1_A
8022,2imj_1_B
3336,4zos_1_B
13253,3s99_1_A
12863,2yhc_1_A
8120,2uvk_1_A
6780,2xf1_1_A
8283,4d0n_1_B
7854,5hha_1_A
14168,3cc2_1_Y
588,5j8e_1_A
5670,5h7k_1_A
13269,3zk4_1_B
4544,4b62_1_A
4398,3nx4_1_A
5183,2ibn_1_A
14598,1ze3_1_B
3972,3qdk_1_B
7263,5ksz_1_A
10106,2z72_1_A
3735,4tvi_1_B
9656,3u28_1_C
9829,3zdm_1_E
9745,1bv4_1_C
8428,5j3n_1_A
11325,4p42_1_B
9835,3bl4_1_B
11508,4wqq_1_A
5453,3zyq_1_A
13696,5br1_1_A
4934,1us3_1_A
5487,1rh9_1_A
892,4ypn_1_A
9311,3h0n_1_B
6981,3isz_1_B
2966,2pmu_1_B
14906,4o8q_1_A
4012,3q7s_1_B
14566,2a6v_1_A
14891,5k26_1_A
14665,3rnv_1_A
1041,2oyz_1_B
9195,2otm_1_B
14166,2i7g_1_A
13502,1xhc_1_A
9419,3k6o_1_A
7922,2jam_1_A
7024,1dd3_1_A
10597,5e7n_1_A
13259,1ajo_1_A
8673,3tlf_1_D
7378,2xot_1_A
6794,3l6a_1_A
6524,3bn0_1_A
2371,3c4b_1_B
3124,5et0_1_A
3756,2bh1_1_A
5162,1kfr_1_A
6617,1twu_1_B
1135,4yty_1_A
3967,4lpl_1_A
6283,2vzp_1_A
4091,5uni_1_B
3669,4xlt_1_A
8586,3eeq_1_B
13179,4qrl_1_A
